Chromosome	Start	End
chrX	61670000	62690000
chrX	62710000	63830000
chrX	63850000	64350000
chrX	64370000	64630000
chrX	64650000	65990000
chrX	66010000	66630000
chrX	66650000	67090000
chrX	67110000	67870000
chrX	67890000	68490000
chrX	68510000	68870000
chrX	68890000	70110000
chrX	70130000	70470000
chrX	70490000	70950000
chrX	70970000	71370000
chrX	71390000	71690000
chrX	71710000	71910000
chrX	71930000	72810000
chrX	72830000	74070000
chrX	74090000	74490000
chrX	74510000	74910000
chrX	74930000	75550000
chrX	75570000	76330000
chrX	76350000	76470000
chrX	76490000	76910000
chrX	76930000	77450000
chrX	77470000	77990000
chrX	78010000	78430000
chrX	78450000	78970000
chrX	78990000	79390000
chrX	79410000	79670000
chrX	79690000	79990000
chrX	80010000	80410000
chrX	80430000	81030000
chrX	81050000	81770000
chrX	81790000	81890000
chrX	81910000	82550000
chrX	82570000	83870000
chrX	83890000	84370000
chrX	84390000	85130000
chrX	85150000	85490000
chrX	85510000	86130000
chrX	86150000	86370000
chrX	86390000	86550000
chrX	86570000	87050000
chrX	87070000	87310000
chrX	87330000	87570000
chrX	87590000	87930000
chrX	87950000	88490000
chrX	88510000	88890000
chrX	88910000	90230000
chrX	90250000	91050000
chrX	91070000	91470000
chrX	91490000	91850000
chrX	91870000	92170000
chrX	92190000	92850000
chrX	92870000	93510000
chrX	93530000	94070000
chrX	94090000	94950000
chrX	94970000	95470000
chrX	95490000	95730000
chrX	95750000	96430000
chrX	96450000	97350000
chrX	97370000	98010000
chrX	98030000	98510000
chrX	98530000	99350000
chrX	99370000	100090000
chrX	100110000	100850000
chrX	100870000	101890000
chrX	101910000	102270000
chrX	102290000	102850000
chrX	102870000	103650000
chrX	103670000	104150000
chrX	104170000	104590000
chrX	104610000	104910000
chrX	104930000	105190000
chrX	105210000	105530000
chrX	105550000	105850000
chrX	105870000	106370000
chrX	106390000	106610000
chrX	106630000	107390000
chrX	107410000	108350000
chrX	108370000	108910000
chrX	108930000	109870000
chrX	109890000	110870000
chrX	110890000	111650000
chrX	111670000	113030000
chrX	113050000	113350000
chrX	113370000	114490000
chrX	114510000	115550000
chrX	115570000	115730000
chrX	115750000	116390000
chrX	116410000	117190000
chrX	117210000	117750000
chrX	117770000	118190000
chrX	118210000	118590000
chrX	118610000	119010000
chrX	119030000	119210000
chrX	119230000	119510000
chrX	119530000	120630000
chrX	120650000	121330000
chrX	121350000	121530000
chrX	121550000	122710000
chrX	122730000	123050000
chrX	123070000	123650000
chrX	123670000	123770000
chrX	123790000	124530000
chrX	124550000	125050000
chrX	125070000	125730000
chrX	125750000	126390000
chrX	126410000	126730000
chrX	126750000	127670000
chrX	127690000	128210000
chrX	128230000	128770000
chrX	128790000	129470000
chrX	129490000	129910000
chrX	129930000	130130000
chrX	130150000	130810000
chrX	130830000	131710000
chrX	131730000	132130000
chrX	132150000	132590000
chrX	132610000	132870000
chrX	132890000	133150000
chrX	133170000	134190000
chrX	134210000	134870000
chrX	134890000	137030000
chrX	137050000	138250000
chrNW_020192292.1	3010000	4250000
chrNW_020192292.1	4270000	5050000
